spray.date,first.spray.date,mildew.incidence,flagshoot,previous.flagshoot,synthetic,nonsynthetic,disease.in.may,pruning,susceptibility.to.r6.Strains,susceptibility.to.nonr6.Strains,year,change,how,Grower,mi,NonSynthetic,Synthetic,Mixture
147,138,0,0,0,0,1,0,4,3,3,2015,1,S → N,7,0,0.118411884,0.845944816,0.035643301
171,138,0,0,0,0,1,0,4,3,3,2015,0,N → N,7,0,0.746461869,0.249195892,0.004342238
146,135,0,0,0,0,1,0,4,1,1,2015,1,S → N,7,0,0.59909882,0.392323737,0.008577443
173,154,0,0,0,0,1,0,5,3,3,2015,0,N → N,7,0,0.118952379,0.846090344,0.034957277
146,135,0,0,0,0,1,0,5,3,3,2015,1,S → N,7,0,0.994982928,0.004944772,0.0000723
171,135,0,0,0,0,1,0,5,3,3,2015,0,N → N,7,0,0.895122753,0.101298798,0.003578449
149,138,0,0,0,0,1,0,5,1,1,2015,1,S → N,7,0,0.832946651,0.160466419,0.00658693
171,138,0,0,0,0,1,0,5,1,1,2015,0,N → N,7,0,0.290569363,0.655543042,0.053887595
87,86,0,0,0,0,1,0,5,4,4,2015,0,N → N,7,0,0.863270073,0.135575746,0.00115418
140,86,0,0,0,1,0,0,5,4,4,2015,1,N → S,7,0,0.764223679,0.23337934,0.002396981
149,86,0,0,0,0,1,0,5,4,4,2015,1,S → N,7,0,0.115012448,0.862312564,0.022674987
87,86,0,0,0,0,1,0,5,0,0,2015,0,N → N,7,0,0.348730548,0.634521301,0.016748151
140,86,0,0,0,1,0,0,5,0,0,2015,1,N → S,7,0,0.193238808,0.780941464,0.025819729
149,86,0,0,0,0,1,0,5,0,0,2015,1,S → N,7,0,0.023879918,0.818677761,0.157442321
87,86,0,0,0,0,1,0,5,3,3,2015,0,N → N,7,0,0.791585939,0.204658678,0.003755383
140,86,0,0,0,1,0,0,5,3,3,2015,1,N → S,7,0,0.645401474,0.346776218,0.007822308
149,86,0,0,0,0,1,0,5,3,3,2015,1,S → N,7,0,0.174990628,0.666801585,0.158207787
155,141,0,0,0,0,1,0,5,3,3,2015,1,S → N,7,0,0.066240194,0.804441256,0.129318549
90,89,0,0,0,0,1,0,2,0,0,2015,0,N → N,7,0,0.03916114,0.809605296,0.151233565
138,89,0,0,0,1,0,0,2,0,0,2015,1,N → S,7,0,0.994735386,0.005137874,0.00012674
149,89,0,0,0,0,1,0,2,0,0,2015,1,S → N,7,0,0.907629148,0.087444676,0.004926176
128,118,0.1,0,0,0,1,0,4,2,2,2015,0,N → N,8,1,0.803117312,0.18367604,0.013206648
140,118,0.1,0,0,0,1,0,4,2,2,2015,0,N → N,8,1,0.328238588,0.551081339,0.120680074
156,118,0.12,0,0,0,2,0,4,2,2,2015,0,N → N,8,1,0.069580812,0.470624928,0.45979426
167,118,0.12,0,0,1,0,0,4,2,2,2015,1,N → S,8,1,0.995557336,0.004366017,0.0000766
180,118,0.12,0,0,1,0,0,4,2,2,2015,0,S → S,8,1,0.921588978,0.075388558,0.003022464
127,121,0.01,0,0,0,1,0,4,4,0,2015,0,N → N,8,1,0.830480608,0.161267271,0.008252121
141,121,0.01,0,0,0,1,0,4,4,0,2015,0,N → N,8,1,0.39066065,0.537704749,0.071634601
156,121,0.39,0,0,0,1,0,4,4,0,2015,0,N → N,8,1,0.082811539,0.496879261,0.4203092
180,121,0.39,0,0,1,0,0,4,4,0,2015,1,N → S,8,1,0.994735386,0.005137874,0.00012674
128,121,0,0,0,0,1,0,3,1,1,2015,0,N → N,8,0,0.907629148,0.087444676,0.004926176
141,121,0,0,0,0,1,0,3,1,1,2015,0,N → N,8,0,0.803117312,0.18367604,0.013206648
156,121,0,0,0,0,1,0,3,1,1,2015,0,N → N,8,0,0.350251121,0.55547541,0.094273468
180,121,0,0,0,1,0,0,3,1,1,2015,1,N → S,8,0,0.155292452,0.717402639,0.127304909
141,126,0.01,0,0,0,1,0,2,3,3,2015,0,N → N,8,1,0.993796179,0.004244843,0.001958978
156,126,0.11,0,0,0,1,0,2,3,3,2015,0,N → N,8,1,0.641245797,0.14805682,0.210697383
142,127,0,0,0,0,1,0,3,3,3,2015,0,N → N,8,0,0.188066686,0.244688138,0.567245175
156,127,0.01,0,0,0,1,0,3,3,3,2015,0,N → N,8,1,0.993796179,0.004244843,0.001958978
129,117,0.13,0,0,1,1,0,2,4,0,2015,1,N → M,8,1,0.739691733,0.114596325,0.145711942
141,117,0.13,0,0,0,1,0,2,4,0,2015,1,M → N,8,1,0.641245797,0.14805682,0.210697383
157,117,0.46,0,0,1,0,0,2,4,0,2015,1,N → S,8,1,0.188066686,0.244688138,0.567245175
128,117,0.27,0,0,1,1,0,1,4,0,2015,1,N → M,8,1,0.993854723,0.004417722,0.001727555
145,117,0.27,0,0,1,1,0,1,4,0,2015,0,M → M,8,1,0.749101276,0.120773494,0.13012523
156,117,0.82,0,0,1,1,0,1,4,0,2015,0,M → M,8,1,0.653586052,0.157042728,0.18937122
128,121,0.6,0,0,1,0,0.03,3,4,0,2015,1,N → S,8,1,0.196687066,0.267479899,0.535833035
145,121,0.6,0,0,1,1,0.03,3,4,0,2015,1,S → M,8,1,0.993796179,0.004244843,0.001958978
156,121,0.98,0,0,1,1,0.03,3,4,0,2015,0,M → M,8,1,0.739691733,0.114596325,0.145711942
141,127,0.02,0,0,0,1,0,2,4,4,2015,0,N → N,8,1,0.641245797,0.14805682,0.210697383
157,127,0.02,0,0,0,1,0,2,4,4,2015,0,N → N,8,1,0.188066686,0.244688138,0.567245175
131,121,0.37,0,0,1,1,0.01,3,4,0,2015,1,N → M,8,1,0.951359289,0.044929757,0.003710954
145,121,0.37,0,0,1,1,0.01,3,4,0,2015,0,M → M,8,1,0.76808904,0.204408163,0.027502797
156,121,0.47,0,0,1,1,0.01,3,4,0,2015,0,M → M,8,1,0.951359289,0.044929757,0.003710954
150,126,0,0,0,0,2,0,2,3,3,2015,0,N → N,8,0,0.76808904,0.204408163,0.027502797
167,126,0,0,0,0,1,0,2,3,3,2015,0,N → N,8,0,0.850156843,0.145948583,0.003894574
180,126,0,0,0,1,0,0,2,3,3,2015,1,N → S,8,0,0.597259214,0.387683115,0.015057671
141,126,0,0,0,0,1,0,1,3,3,2015,0,N → N,8,0,0.895994978,0.099783902,0.004221119
157,126,0,0,0,0,1,0,1,3,3,2015,0,N → N,8,0,0.334689547,0.608674033,0.05663642
127,117,0.12,0,0,0,1,0,1,4,0,2015,0,N → N,8,1,0.860015222,0.134667435,0.005317343
140,117,0.12,0,0,0,2,0,1,4,0,2015,0,N → N,8,1,0.17264238,0.751513629,0.075843991
157,117,0.19,0,0,0,1,0,1,4,0,2015,0,N → N,8,1,0.885900134,0.106801786,0.007298079
167,117,0.19,0,0,1,1,0,1,4,0,2015,1,N → M,8,1,0.202562626,0.678869136,0.118568238
116,106,0,0,0,0,1,0,5,0,0,2016,0,N → N,2,0,0.968602451,0.030257893,0.001139657
127,106,0,0,0,1,0,0,5,0,0,2016,1,N → S,2,0,0.895181473,0.099366474,0.005452053
146,106,0,0,0,0,1,0,5,0,0,2016,1,S → N,2,0,0.478219249,0.47436702,0.047413731
160,106,0,0,0,1,0,0,5,0,0,2016,1,N → S,2,0,0.951359289,0.044929757,0.003710954
116,106,0,0,0,0,1,0,5,4,4,2016,0,N → N,2,0,0.76808904,0.204408163,0.027502797
120,106,0,0,0,1,0,0,5,4,4,2016,1,N → S,2,0,0.850156843,0.145948583,0.003894574
146,106,0.865,0,0,1,1,0,5,4,4,2016,1,S → M,2,1,0.597259214,0.387683115,0.015057671
155,106,0.865,0,0,0,1,0,5,4,4,2016,1,M → N,2,1,0.850156843,0.145948583,0.003894574
174,106,0.23,0,0,1,0,0,5,4,4,2016,1,N → S,2,1,0.597259214,0.387683115,0.015057671
139,106,0,0,0,0,1,0,1,2,0,2016,0,N → N,2,0,0.92199551,0.072597327,0.005407163
160,106,0,0,0,0,1,0,1,2,0,2016,0,N → N,2,0,0.993491774,0.00210577,0.004402455
187,106,0,0,0,1,0,0,1,2,0,2016,1,N → S,2,0,0.977056807,0.006001462,0.016941731
123,107,0,0,0,0,1,0,1,4,0,2016,0,N → N,2,0,0.946017074,0.01207601,0.041906916
160,107,0.015,0,0,0,1,0,1,4,0,2016,0,N → N,2,1,0.992998372,0.0022919,0.004709728
123,107,0,0,0,0,1,0,2,4,0,2016,0,N → N,2,0,0.977230147,0.006115808,0.016654045
160,107,0,0,0,0,1,0,2,4,0,2016,0,N → N,2,0,0.946481818,0.012309956,0.041208226
135,116,0.01,0,0,0,1,0,2,3,3,2016,0,N → N,2,1,0.992987573,0.002022457,0.00498997
147,116,0.01,0,0,1,0,0,2,3,3,2016,1,N → S,2,1,0.975071431,0.005755228,0.019173342
165,116,0.005,0,0,0,1,0,2,3,3,2016,1,S → N,2,1,0.941174943,0.011544728,0.047280329
128,114,0.335,0,0,1,0,0,3,5,0,2016,1,N → S,2,1,0.985334305,0.002157814,0.012507882
141,114,0.335,0,0,0,1,0,3,5,0,2016,1,S → N,2,1,0.867837572,0.01223284,0.119929588
174,114,0.235,0,0,1,0,0,3,5,0,2016,1,N → S,2,1,0.960688043,0.006965003,0.032346954
184,114,0.235,0,0,1,1,0,3,5,0,2016,1,S → M,2,1,0.908193414,0.01368373,0.078122856
173,114,0.54,0,0,0,1,0,3,4,0,2016,0,N → N,2,1,0.885356315,0.016284942,0.098358743
138,114,0.03,0,0,0,1,0,5,4,4,2016,0,N → N,2,1,0.744916474,0.030299851,0.224783674
148,114,0.03,0,0,1,1,0,5,4,4,2016,1,N → M,2,1,0.455674282,0.05025709,0.494068628
180,114,0,0,0,1,0,0,5,4,4,2016,1,M → S,2,0,0.957915567,0.00756252,0.034521914
187,114,0,0,0,1,0,0,5,4,4,2016,0,S → S,2,0,0.902139084,0.014801306,0.083059609
138,106,0.035,0,0,0,1,0,5,3,3,2016,0,N → N,2,1,0.886579828,0.016615205,0.096804967
148,106,0.035,0,0,1,1,0,5,3,3,2016,1,N → M,2,1,0.72278632,0.032296057,0.244917623
138,114,0,0,0,0,1,0,4,4,4,2016,0,N → N,2,0,0.348370517,0.055069801,0.596559682
148,114,0,0,0,1,1,0,4,4,4,2016,1,N → M,2,0,0.876158736,0.007587688,0.116253576
181,114,0.005,0,0,1,0,0,4,4,4,2016,1,M → S,2,1,0.796933525,0.010992928,0.192073547
187,114,0.005,0,0,1,0,0,4,4,4,2016,0,S → S,2,1,0.64754589,0.016251287,0.336202822
147,98,0,0,0,1,1,0,5,3,3,2016,1,N → M,3,0,0.734005966,0.029560995,0.236433039
155,98,0,0,0,1,1,0,5,3,3,2016,0,M → M,3,0,0.360969576,0.05143072,0.587599704
156,98,0,0,0,0,1,0,5,3,3,2016,1,M → N,3,0,0.840074052,0.008277057,0.151648891
155,147,0,0,0,1,1,0,5,3,3,2016,0,M → M,3,0,0.656119168,0.014358499,0.329522333
156,147,0,0,0,0,1,0,5,3,3,2016,1,M → N,3,0,0.617050895,0.015424412,0.367524693
147,98,0,0,0,1,1,0,5,1,1,2016,1,N → M,3,0,0.688218976,0.031122068,0.280658956
155,98,0,0,0,1,1,0,5,1,1,2016,0,M → M,3,0,0.426819861,0.045817881,0.527362258
156,98,0,0,0,0,1,0,5,1,1,2016,1,M → N,3,0,0.992987573,0.002022457,0.00498997
155,147,0,0,0,1,1,0,5,3,3,2016,0,M → M,3,0,0.992408779,0.002160264,0.005430957
156,147,0,0,0,0,1,0,5,3,3,2016,1,M → N,3,0,0.975071431,0.005755228,0.019173342
144,83,0.01,0,0,1,1,0,5,4,4,2016,1,N → M,3,1,0.941174943,0.011544728,0.047280329
155,83,0.01,0,0,1,1,0,5,4,4,2016,0,M → M,3,1,0.559791867,0.34906946,0.091138673
156,83,0.01,0,0,0,1,0,5,4,4,2016,1,M → N,3,1,0.176674239,0.580864718,0.242461043
144,83,0.045,0,0,1,1,0,5,4,4,2016,1,N → M,3,1,0.58164129,0.345625682,0.072733028
155,83,0.045,0,0,1,1,0,5,4,4,2016,0,M → M,3,1,0.192785255,0.604005773,0.203208972
156,83,0.045,0,0,0,1,0,5,4,4,2016,1,M → N,3,1,0.529446007,0.415860527,0.054693466
102,99,0,0,0,0,1,0,5,3,3,2016,0,N → N,3,0,0.166330362,0.68883317,0.144836468
130,99,0,0,0,0,1,0,5,3,3,2016,0,N → N,3,0,0.579737567,0.346007376,0.074255057
144,99,0,0,0,1,1,0,5,3,3,2016,1,N → M,3,0,0.191333741,0.602090775,0.206575484
155,99,0,0,0,1,1,0,5,3,3,2016,0,M → M,3,0,0.54287849,0.421851994,0.035269516
156,99,0,0,0,0,1,0,5,3,3,2016,1,M → N,3,0,0.198074097,0.71046115,0.091464753
163,99,0,0,0,1,1,0,5,3,3,2016,1,N → M,3,0,0.49818708,0.418068951,0.083743969
155,147,0,0,0,1,1,0,5,3,3,2016,0,M → M,3,0,0.18523232,0.628153927,0.186613753
125,109,0,0,0,0,1,0,1,3,3,2016,0,N → N,4,0,0.575973379,0.394523988,0.029502633
143,109,0,0,0,1,0,0,1,3,3,2016,1,N → S,4,0,0.198284146,0.716102998,0.085612856
128,109,0,0,0,1,1,0,1,3,3,2016,1,N → M,4,0,0.500093952,0.41783414,0.082071908
126,106,0,0,0,0,1,0,1,4,4,2016,0,N → N,4,0,0.186570023,0.629923838,0.183506138
140,106,0,0,0,1,0,0,1,4,4,2016,1,N → S,4,0,0.54287849,0.421851994,0.035269516
126,106,0,0,0,0,1,0,1,4,4,2016,0,N → N,4,0,0.198074097,0.71046115,0.091464753
140,106,0,0,0,1,0,0,1,4,4,2016,1,N → S,4,0,0.563601751,0.402188288,0.034209961
126,106,0,0,0,0,1,0,1,2,0,2016,0,N → N,4,0,0.20039125,0.705458838,0.094149912
140,106,0,0,0,1,0,0,1,2,0,2016,1,N → S,4,0,0.556747064,0.413453039,0.029799898
132,113,0.975,0,0.05,0,1,0.265,5,3,3,2016,0,N → N,4,1,0.196932993,0.721477137,0.08158987
157,113,0.975,0,0,1,0,0.265,5,3,3,2016,1,N → S,4,1,0.674056228,0.323527415,0.002416357
178,113,0.14,0,0,1,0,0.265,5,3,3,2016,0,S → S,4,1,0.481687105,0.513508813,0.004804082
128,109,0,0,0,1,1,0,1,3,3,2016,1,N → M,4,0,0.140867642,0.846235586,0.012896772
125,109,0,0,0,0,1,0,1,1,1,2016,0,N → N,4,0,0.596329468,0.401851885,0.001818647
143,109,0,0,0,1,0,0,1,1,1,2016,1,N → S,4,0,0.415241117,0.581523607,0.003235275
128,109,0,0,0,1,1,0,1,3,3,2016,1,N → M,4,0,0.105129198,0.886682567,0.008188234
129,109,0,0,0,0,1,0,3,0,0,2016,0,N → N,4,0,0.70125677,0.297403735,0.001339495
138,121,0.015,0,0,0,1,0,3,2,2,2016,0,N → N,5,1,0.513535589,0.483735339,0.002729072
147,121,0.015,0,0,0,1,0,3,2,2,2016,0,N → N,5,1,0.157311212,0.835014669,0.007674118
138,119,0.01,0,0,0,1,0,4,1,1,2016,0,N → N,5,1,0.674306559,0.321744255,0.003949185
147,119,0.01,0,0,0,1,0,4,1,1,2016,0,N → N,5,1,0.531706852,0.461584921,0.006708227
138,119,0,0,0,0,1,0,5,1,1,2016,0,N → N,5,0,0.157371712,0.822780223,0.019848065
146,119,0,0,0,0,1,0,5,1,1,2016,0,N → N,5,0,0.990823537,0.009087581,0.0000889
138,119,0,0,0,0,1,0,5,3,3,2016,0,N → N,5,0,0.989528008,0.010366721,0.000105271
147,119,0,0,0,0,1,0,5,3,3,2016,0,N → N,5,0,0.813941415,0.181684059,0.004374526
127,119,0.99,0,0.0075,0,1,0.0075,4,4,0,2016,0,N → N,5,1,0.705371196,0.28646221,0.008166594
138,119,0.99,0,0,1,1,0.0075,4,4,0,2016,1,N → M,5,1,0.338194937,0.633974655,0.027830407
146,119,0.99,0,0,0,1,0.0075,4,4,0,2016,1,M → N,5,1,0.614625275,0.383504555,0.001870169
158,119,0.99,0,0,1,1,0.0075,4,4,0,2016,1,N → M,5,1,0.385643228,0.610485086,0.003871686
165,119,0.68,0,0,1,1,0.0075,4,4,0,2016,0,M → M,5,1,0.150349426,0.842022435,0.007628139
127,119,0.99,0,0,0,1,0,4,4,0,2016,0,N → N,5,1,0.70937339,0.289090005,0.001536605
138,119,0.99,0,0,1,1,0,4,4,0,2016,1,N → M,5,1,0.539822746,0.457189895,0.002987359
146,119,0.99,0,0,0,1,0,4,4,0,2016,1,M → N,5,1,0.191535715,0.800259884,0.008204401
158,119,0.99,0,0,1,1,0,4,4,0,2016,1,N → M,5,1,0.654079409,0.344183319,0.001737272
165,119,0.505,0,0,1,1,0,4,4,0,2016,0,M → M,5,1,0.526027656,0.471208589,0.002763755
128,119,0.175,0,0,0,1,0,2,4,0,2016,0,N → N,5,1,0.183155706,0.809395734,0.00744856
138,119,0.175,0,0,1,1,0,2,4,0,2016,1,N → M,5,1,0.405066037,0.592501969,0.002431995
146,119,0.175,0,0,0,1,0,2,4,0,2016,1,M → N,5,1,0.152352979,0.842612922,0.0050341
159,119,0.46,0,0,1,1,0,2,4,0,2016,1,N → M,5,1,0.991565234,0.008351662,0.0000831
165,119,0.46,0,0,1,1,0,2,4,0,2016,0,M → M,5,1,0.990988809,0.008920743,0.0000904
127,119,0.465,0,0,0,1,0,4,4,0,2016,0,N → N,5,1,0.816627234,0.178907197,0.004465569
138,119,0.465,0,0,1,1,0,4,4,0,2016,1,N → M,5,1,0.709032283,0.28261545,0.008352266
146,119,0.465,0,0,0,1,0,4,4,0,2016,1,M → N,5,1,0.342045386,0.629316047,0.028638567
158,119,0.465,0,0,1,1,0,4,4,0,2016,1,N → M,5,1,0.991565234,0.008351662,0.0000831
165,119,0.77,0,0,1,1,0,4,4,0,2016,0,M → M,5,1,0.816627234,0.178907197,0.004465569
138,119,0.015,0,0,0,1,0,3,3,3,2016,0,N → N,5,1,0.709032283,0.28261545,0.008352266
147,119,0.015,0,0,0,1,0,3,3,3,2016,0,N → N,5,1,0.327059018,0.643119764,0.029821218
154,139,0.13,0,0,1,1,0,3,5,0,2016,1,N → M,6,1,0.70937339,0.289090005,0.001536605
161,139,0,0,0,1,1,0,3,5,0,2016,0,M → M,6,0,0.539822746,0.457189895,0.002987359
154,139,0,0,0,1,1,0,3,4,0,2016,1,N → M,6,0,0.162444604,0.828568752,0.008986644
161,139,0,0,0,1,1,0,3,4,0,2016,0,M → M,6,0,0.654079409,0.344183319,0.001737272
154,139,0.005,0,0,1,1,0,3,4,4,2016,1,N → M,6,1,0.476109856,0.520659469,0.003230675
161,139,0,0,0,1,1,0,3,4,4,2016,0,M → M,6,0,0.173390693,0.818930224,0.007679083
154,139,0.015,0,0,1,1,0,3,4,0,2016,1,N → M,6,1,0.416173827,0.581767575,0.002058598
161,139,0,0,0,1,1,0,3,4,0,2016,0,M → M,6,0,0.141449218,0.853984163,0.004566619
161,139,0,0,0,1,1,0,3,3,3,2016,1,N → M,6,0,0.614625275,0.383504555,0.001870169
161,139,0,0,0,1,1,0,3,4,0,2016,1,N → M,6,0,0.385643228,0.610485086,0.003871686
161,139,0,0,0,1,0,0,5,3,3,2016,1,N → S,6,0,0.142029694,0.850122872,0.007847434
147,104,0,0,0,0,2,0,4,4,4,2016,0,N → N,7,0,0.654079409,0.344183319,0.001737272
147,104,0,0,0,0,2,0,2,2,2,2016,0,N → N,7,0,0.476109856,0.520659469,0.003230675
182,104,0,0,0,1,1,0,2,2,2,2016,1,N → M,7,0,0.173390693,0.818930224,0.007679083
147,104,0,0,0,0,2,0,5,1,1,2016,0,N → N,7,0,0.654079409,0.344183319,0.001737272
146,106,0,0,0,0,1,0,5,0,0,2016,0,N → N,7,0,0.155101023,0.836752654,0.008146323
146,110,0,0,0,0,2,0,4,3,3,2016,0,N → N,7,0,0.674306559,0.321744255,0.003949185
146,106,0,0,0,0,2,0,5,3,3,2016,0,N → N,7,0,0.498362428,0.494180915,0.007456657
182,106,0,0,0,1,1,0,5,3,3,2016,1,N → M,7,0,0.196201008,0.786204939,0.017594054
145,110,0,0,0,0,2,0,3,1,1,2016,0,N → N,7,0,0.99250802,0.007283977,0.000208003
144,106,0,0,0,0,2,0,5,1,1,2016,0,N → N,7,0,0.83017492,0.158473434,0.011351645
144,111,0.005,0,0,0,2,0,3,3,3,2016,0,N → N,7,1,0.698497644,0.277101621,0.024400735
145,107,0,0,0,0,2,0,3,1,1,2016,0,N → N,7,0,0.355556563,0.570002391,0.074441046
145,109,0,0,0,0,2,0,5,3,3,2016,0,N → N,7,0,0.654079409,0.344183319,0.001737272
144,110,0,0,0,0,2,0,2,4,0,2016,0,N → N,7,0,0.509397436,0.487687961,0.002914603
146,109,0,0,0,0,2,0,2,3,3,2016,0,N → N,7,0,0.173390693,0.818930224,0.007679083
146,109,0,0,0,0,2,0,1,1,1,2016,0,N → N,7,0,0.70125677,0.297403735,0.001339495
147,109,0,0,0,0,2,0,3,3,3,2016,0,N → N,7,0,0.530153385,0.467259509,0.002587107
182,109,0,0,0,1,1,0,3,3,3,2016,1,N → M,7,0,0.326311776,0.671117024,0.002571201
139,128,0,0,0,0,1,0,2,3,3,2016,0,N → N,8,0,0.120251419,0.874960121,0.00478846
165,128,0,0,0,0,1,0,2,3,3,2016,0,N → N,8,0,0.70937339,0.289090005,0.001536605
180,128,0,0,0,0,1,0,2,3,3,2016,0,N → N,8,0,0.539822746,0.457189895,0.002987359
153,124,0.19,0,0,1,1,0,1,4,0,2016,1,N → M,8,1,0.181420254,0.810116936,0.00846281
163,124,0.295,0,0,1,1,0,1,4,0,2016,0,M → M,8,1,0.645181662,0.353307228,0.001511109
174,124,0.295,0,0,1,1,0,1,4,0,2016,0,M → M,8,1,0.46641264,0.530796533,0.002790827
182,124,0.295,0,0,0,1,0,1,4,0,2016,1,M → N,8,1,0.167950009,0.825490952,0.006559039
140,127,0,0,0,0,1,0,2,1,1,2016,0,N → N,8,0,0.992545337,0.007327341,0.000127321
157,127,0,0,0,0,1,0,2,1,1,2016,0,N → N,8,0,0.992034272,0.007827145,0.000138583
182,127,0.025,0,0,0,1,0,2,1,1,2016,0,N → N,8,1,0.780894356,0.209095164,0.010010479
140,128,0.63,0,0,0,1,0.0175,3,3,3,2016,0,N → N,8,1,0.660161026,0.321608506,0.018230468
155,128,0.63,0,0,1,1,0.0175,3,3,3,2016,1,N → M,8,1,0.994179431,0.005650647,0.000169922
163,128,0.34,0,0,0,1,0.0175,3,3,3,2016,1,M → N,8,1,0.993778273,0.006036755,0.000184972
165,128,0.34,0,0,0,1,0.0175,3,3,3,2016,0,N → N,8,1,0.817505686,0.168530995,0.013963319
179,128,0.34,0,0,1,0,0.0175,3,3,3,2016,1,N → S,8,1,0.708282121,0.265656974,0.026060905
183,128,0.34,0,0,0,1,0.0175,3,3,3,2016,1,S → N,8,1,0.993694352,0.006228624,0.000077
139,127,0.05,0,0,0,1,0,5,3,3,2016,0,N → N,8,1,0.993262141,0.006654016,0.0000838
155,127,0.05,0,0,1,1,0,5,3,3,2016,1,N → M,8,1,0.809653585,0.184074729,0.006271686
163,127,0.005,0,0,1,1,0,5,3,3,2016,0,M → M,8,1,0.699141748,0.289191885,0.011666367
180,127,0.005,0,0,0,1,0,5,3,3,2016,1,M → N,8,1,0.594278952,0.403785618,0.00193543
138,124,0.665,0,0,0,1,0,1,4,0,2016,0,N → N,8,1,0.365689951,0.630380488,0.003929561
153,124,0.665,0,0,1,1,0,1,4,0,2016,1,N → M,8,1,0.99250802,0.007283977,0.000208003
165,124,0.525,0,0,1,1,0,1,4,0,2016,0,M → M,8,1,0.99199281,0.00778079,0.0002264
174,124,0.525,0,0,1,1,0,1,4,0,2016,0,M → M,8,1,0.83017492,0.158473434,0.011351645
179,124,0.525,0,0,0,1,0,1,4,0,2016,1,M → N,8,1,0.698497644,0.277101621,0.024400735
153,124,0.665,0,0,1,1,0,1,4,0,2016,1,N → M,8,1,0.975992817,0.020490697,0.003516487
165,124,0.36,0,0,1,1,0,1,4,0,2016,0,M → M,8,1,0.949309957,0.040490776,0.010199267
179,124,0.36,0,0,0,1,0,1,4,0,2016,1,M → N,8,1,0.88918349,0.084237869,0.026578642
154,126,0,0,0,1,1,0,3,4,4,2016,1,N → M,8,0,0.714454778,0.197873463,0.087671759
167,126,0,0,0,0,1,0,3,4,4,2016,1,M → N,8,0,0.529361068,0.304685696,0.165953236
179,126,0,0,0,0,1,0,3,4,4,2016,0,N → N,8,0,0.301555592,0.412017853,0.286426555
154,126,0.75,0,0,1,1,0,3,4,0,2016,1,N → M,8,1,0.9786797,0.014548706,0.006771594
163,126,0.185,0,0,1,1,0,3,4,0,2016,0,M → M,8,1,0.967049513,0.021518876,0.011431611
179,126,0.185,0,0,1,2,0,3,4,0,2016,0,M → M,8,1,0.912860097,0.051535244,0.035604659
182,126,0.185,0,0,0,1,0,3,4,0,2016,1,M → N,8,1,0.653797466,0.118214951,0.227987583
134,117,0,0,0,0,1,0,3,3,3,2016,1,S → N,8,0,0.217809789,0.194286402,0.587903809
148,117,0,0,0,0,1,0,3,3,3,2016,0,N → N,8,0,0.980557612,0.016729154,0.002713234
169,117,0.005,0,0,0,1,0,3,3,3,2016,0,N → N,8,1,0.968803648,0.026326993,0.004869359
187,117,0.005,0,0,0,1,0,3,3,3,2016,0,N → N,8,1,0.926152095,0.059744287,0.014103618
139,127,0,0,0,0,1,0,5,3,3,2016,0,N → N,8,0,0.813252139,0.142248987,0.044498873
155,127,0,0,0,1,1,0,5,3,3,2016,1,N → M,8,0,0.437363201,0.377400131,0.185236667
158,127,0,0,0,0,1,0,5,3,3,2016,1,M → N,8,0,0.971132055,0.024483475,0.00438447
167,127,0,0,0,0,1,0,5,3,3,2016,0,N → N,8,0,0.922013529,0.063029224,0.014957247
179,127,0,0,0,0,1,0,5,3,3,2016,0,N → N,8,0,0.78879613,0.152760367,0.058443503
139,126,0.085,0,0,0,1,0,3,4,0,2016,0,N → N,8,1,0.968944296,0.026484442,0.004571262
156,126,0.085,0,0,1,1,0,3,4,0,2016,1,N → M,8,1,0.916534866,0.067928325,0.015536809
163,126,0.02,0,0,1,1,0,3,4,0,2016,0,M → M,8,1,0.802473544,0.151553166,0.04597329
174,126,0.02,0,0,1,1,0,3,4,0,2016,0,M → M,8,1,0.984402426,0.010407704,0.005189871
182,126,0.02,0,0,0,1,0,3,4,0,2016,1,M → N,8,1,0.957034032,0.023791307,0.019174661
145,126,0,0,0,1,1,0,3,1,1,2017,1,N → M,1,0,0.900124851,0.049700596,0.050174553
151,126,0,0,0,1,1,0,3,1,1,2017,0,M → M,1,0,0.600137174,0.110969444,0.288893383
177,126,0,0,0,1,1,0,3,1,1,2017,0,M → M,1,0,0.984402426,0.010407704,0.005189871
181,126,0,0,0,1,0,0,3,1,1,2017,1,M → S,1,0,0.951952527,0.023543415,0.024504058
145,126,0,0,0,1,1,0,3,3,3,2017,1,N → M,1,0,0.842965579,0.06457066,0.092463761
151,126,0,0,0,1,1,0,3,3,3,2017,0,M → M,1,0,0.44426066,0.08999595,0.46574339
177,126,0,0,0,1,1,0,3,3,3,2017,0,M → M,1,0,0.977997239,0.014730952,0.007271809
181,126,0,0,0,1,0,0,3,3,3,2017,1,M → S,1,0,0.922671428,0.028417353,0.04891122
145,126,0,0,0,1,1,0,3,4,4,2017,1,N → M,1,0,0.756840219,0.072195806,0.170963975
151,126,0,0,0,1,1,0,3,4,4,2017,0,M → M,1,0,0.374516468,0.087697073,0.537786459
177,126,0,0,0,1,1,0,3,4,4,2017,0,M → M,1,0,0.960922446,0.031206381,0.007871173
181,126,0,0,0,1,0,0,3,4,4,2017,1,M → S,1,0,0.901372959,0.074265795,0.024361246
145,126,0,0,0,1,1,0,3,4,4,2017,1,N → M,1,0,0.743758396,0.177585191,0.078656412
