spray.date,first.spray.date,mildew.incidence,flagshoot,previous.flagshoot,disease.in.may,pruning,susceptibility.to.r6.Strains,susceptibility.to.nonr6.Strains,synthetic,nonsynthetic,year,group,mi,Grower,NonSynthetic,Synthetic,Mixture
133,66,0.03,0,0,0,4,4,4,0,1,2015,NonSynthetic,1,2,0.632191944,0.33778414,0.030023916
143,66,0.03,0,0,0,4,4,4,0,1,2015,NonSynthetic,1,2,0.465036625,0.483152303,0.051811072
171,66,0.8,0,0,0,4,4,4,1,1,2015,Mixture,1,2,0.055362067,0.518810941,0.425826991
70,70,0,0,0,0,5,2,0,0,2,2015,NonSynthetic,0,2,0.993161817,0.006584693,0.00025349
106,70,0,0,0,0,5,2,0,0,1,2015,NonSynthetic,0,2,0.927520125,0.067381801,0.005098074
120,70,0,0,0,0,5,2,0,0,1,2015,NonSynthetic,0,2,0.831638719,0.153279195,0.015082086
125,70,0.03,0,0,0,5,2,0,0,1,2015,NonSynthetic,1,2,0.775036499,0.201828909,0.023134592
164,70,0.11,0,0,0,5,2,0,1,1,2015,Mixture,1,2,0.178140834,0.642681089,0.179178077
116,116,0,0,0,0,3,4,0,0,1,2015,NonSynthetic,0,2,0.746461869,0.249195892,0.004342238
126,116,0,0,0,0,3,4,0,0,1,2015,NonSynthetic,0,2,0.6013993,0.390393671,0.00820703
162,116,0.01,0,0,0,3,4,0,1,0,2015,Synthetic,1,2,0.118411884,0.845944816,0.035643301
116,116,0,0,0,0,2,4,0,0,1,2015,NonSynthetic,0,2,0.746461869,0.249195892,0.004342238
126,116,0.02,0,0,0,2,4,0,0,1,2015,NonSynthetic,1,2,0.59909882,0.392323737,0.008577443
162,116,0,0,0,0,2,4,0,1,0,2015,Synthetic,0,2,0.118952379,0.846090344,0.034957277
65,65,0,0,0,0,3,1,1,0,2,2015,NonSynthetic,0,2,0.994982928,0.004944772,7.23E-05
112,65,0,0,0,0,3,1,1,0,1,2015,NonSynthetic,0,2,0.895122753,0.101298798,0.003578449
120,65,0,0,0,0,3,1,1,0,1,2015,NonSynthetic,0,2,0.832946651,0.160466419,0.00658693
157,65,0,0,0,0,3,1,1,1,0,2015,Synthetic,0,2,0.290569363,0.655543042,0.053887595
106,106,0,0,0,0,4,3,3,0,1,2015,NonSynthetic,0,2,0.863270073,0.135575746,0.00115418
116,106,0,0,0,0,4,3,3,0,1,2015,NonSynthetic,0,2,0.764223679,0.23337934,0.002396981
164,106,0.02,0,0,0,4,3,3,1,0,2015,Synthetic,1,2,0.115012448,0.862312564,0.022674987
134,134,0.37,0.03,0,0,5,5,0,0,1,2015,NonSynthetic,1,2,0.348730548,0.634521301,0.016748151
146,134,0.37,0.03,0.03,0,5,5,0,1,0,2015,Synthetic,1,2,0.193238808,0.780941464,0.025819729
174,134,1,0,0.03,0,5,5,0,1,0,2015,Synthetic,1,2,0.023879918,0.818677761,0.157442321
113,113,0,0,0,0,2,4,0,0,1,2015,NonSynthetic,0,2,0.791585939,0.204658678,0.003755383
124,113,0,0,0,0,2,4,0,0,1,2015,NonSynthetic,0,2,0.645401474,0.346776218,0.007822308
147,113,0.98,0,0,0,2,4,0,1,0,2015,Synthetic,1,2,0.174990628,0.666801585,0.158207787
167,113,0.59,0,0,0,2,4,0,0,2,2015,NonSynthetic,1,2,0.066240194,0.804441256,0.129318549
175,113,0.59,0,0,0,2,4,0,1,1,2015,Mixture,1,2,0.03916114,0.809605296,0.151233565
64,64,0,0,0,0,4,4,4,0,2,2015,NonSynthetic,0,2,0.994735386,0.005137874,0.00012674
108,64,0,0,0,0,4,4,4,0,1,2015,NonSynthetic,0,2,0.907629148,0.087444676,0.004926176
121,64,0,0,0,0,4,4,4,0,1,2015,NonSynthetic,0,2,0.803117312,0.18367604,0.013206648
149,64,0.3,0,0,0,4,4,4,1,0,2015,Synthetic,1,2,0.328238588,0.551081339,0.120680074
166,64,0.9,0,0,0,4,4,4,1,0,2015,Synthetic,1,2,0.069580812,0.470624928,0.45979426
64,64,0,0,0,0,5,3,3,0,2,2015,NonSynthetic,0,2,0.995557336,0.004366017,7.66E-05
108,64,0,0,0,0,5,3,3,0,1,2015,NonSynthetic,0,2,0.921588978,0.075388558,0.003022464
121,64,0,0,0,0,5,3,3,0,1,2015,NonSynthetic,0,2,0.830480608,0.161267271,0.008252121
149,64,0.22,0,0,0,5,3,3,1,0,2015,Synthetic,1,2,0.39066065,0.537704749,0.071634601
166,64,1,0,0,0,5,3,3,1,0,2015,Synthetic,1,2,0.082811539,0.496879261,0.4203092
64,64,0,0,0,0,4,4,4,0,2,2015,NonSynthetic,0,2,0.994735386,0.005137874,0.00012674
108,64,0,0,0,0,4,4,4,0,1,2015,NonSynthetic,0,2,0.907629148,0.087444676,0.004926176
121,64,0,0,0,0,4,4,4,0,1,2015,NonSynthetic,0,2,0.803117312,0.18367604,0.013206648
149,64,0.17,0,0,0,4,4,4,1,0,2015,Synthetic,1,2,0.350251121,0.55547541,0.094273468
166,64,0.03,0,0,0,4,4,4,1,0,2015,Synthetic,1,2,0.155292452,0.717402639,0.127304909
89,89,0,0,0,0,5,3,3,0,1,2015,NonSynthetic,0,3,0.993796179,0.004244843,0.001958978
149,89,0,0,0,0,5,3,3,1,0,2015,Synthetic,0,3,0.641245797,0.14805682,0.210697383
175,89,0,0,0,0,5,3,3,0,1,2015,NonSynthetic,0,3,0.188066686,0.244688138,0.567245175
89,89,0,0,0,0,5,3,3,0,1,2015,NonSynthetic,0,3,0.993796179,0.004244843,0.001958978
143,89,0,0,0,0,5,3,3,0,1,2015,NonSynthetic,0,3,0.739691733,0.114596325,0.145711942
149,89,0,0,0,0,5,3,3,1,0,2015,Synthetic,0,3,0.641245797,0.14805682,0.210697383
175,89,0,0,0,0,5,3,3,0,1,2015,NonSynthetic,0,3,0.188066686,0.244688138,0.567245175
89,89,0,0,0,0,5,1,1,0,1,2015,NonSynthetic,0,3,0.993854723,0.004417722,0.001727555
143,89,0,0,0,0,5,1,1,0,1,2015,NonSynthetic,0,3,0.749101276,0.120773494,0.13012523
149,89,0,0,0,0,5,1,1,1,0,2015,Synthetic,0,3,0.653586052,0.157042728,0.18937122
175,89,0.01,0,0,0,5,1,1,0,1,2015,NonSynthetic,1,3,0.196687066,0.267479899,0.535833035
89,89,0,0,0,0,5,3,3,0,1,2015,NonSynthetic,0,3,0.993796179,0.004244843,0.001958978
143,89,0,0,0,0,5,3,3,0,1,2015,NonSynthetic,0,3,0.739691733,0.114596325,0.145711942
149,89,0,0,0,0,5,3,3,1,0,2015,Synthetic,0,3,0.641245797,0.14805682,0.210697383
175,89,0,0,0,0,5,3,3,0,1,2015,NonSynthetic,0,3,0.188066686,0.244688138,0.567245175
118,118,0,0,0,0,2,4,0,0,1,2015,NonSynthetic,0,4,0.951359289,0.044929757,0.003710954
144,118,0,0,0,0,2,4,0,0,1,2015,NonSynthetic,0,4,0.76808904,0.204408163,0.027502797
118,118,0,0,0,0,1,4,0,0,1,2015,NonSynthetic,0,4,0.951359289,0.044929757,0.003710954
144,118,0,0,0,0,1,4,0,0,1,2015,NonSynthetic,0,4,0.76808904,0.204408163,0.027502797
132,132,0,0,0,0,1,3,3,0,1,2015,NonSynthetic,0,4,0.850156843,0.145948583,0.003894574
152,132,0,0,0,0,1,3,3,1,0,2015,Synthetic,0,4,0.597259214,0.387683115,0.015057671
125,125,0,0,0,0,1,4,4,0,1,2015,NonSynthetic,0,4,0.895994978,0.099783902,0.004221119
167,125,0,0,0,0,1,4,4,0,1,2015,NonSynthetic,0,4,0.334689547,0.608674033,0.05663642
129,129,0,0,0,0,1,4,4,0,1,2015,NonSynthetic,0,4,0.860015222,0.134667435,0.005317343
179,129,0,0,0,0,1,4,4,1,1,2015,Mixture,0,4,0.17264238,0.751513629,0.075843991
129,129,0,0,0,0,1,2,0,0,1,2015,NonSynthetic,0,4,0.885900134,0.106801786,0.007298079
179,129,0,0,0,0,1,2,0,1,1,2015,Mixture,0,4,0.202562626,0.678869136,0.118568238
112,112,0,0,0,0,3,3,3,0,1,2015,NonSynthetic,0,4,0.968602451,0.030257893,0.001139657
131,112,0.01,0,0,0,3,3,3,0,1,2015,NonSynthetic,1,4,0.895181473,0.099366474,0.005452053
164,112,0,0,0,0,3,3,3,1,0,2015,Synthetic,0,4,0.478219249,0.47436702,0.047413731
118,118,0,0,0,0,2,4,0,0,1,2015,NonSynthetic,0,4,0.951359289,0.044929757,0.003710954
144,118,0,0,0,0,2,4,0,0,1,2015,NonSynthetic,0,4,0.76808904,0.204408163,0.027502797
132,132,0,0,0,0,1,3,3,0,1,2015,NonSynthetic,0,4,0.850156843,0.145948583,0.003894574
152,132,0,0,0,0,1,3,3,1,0,2015,Synthetic,0,4,0.597259214,0.387683115,0.015057671
132,132,0,0,0,0,1,3,3,0,1,2015,NonSynthetic,0,4,0.850156843,0.145948583,0.003894574
152,132,0,0,0,0,1,3,3,1,0,2015,Synthetic,0,4,0.597259214,0.387683115,0.015057671
124,124,0,0,0,0,1,0,0,0,1,2015,NonSynthetic,0,4,0.92199551,0.072597327,0.005407163
113,113,0,0,0,0,4,1,1,0,1,2015,NonSynthetic,0,5,0.993491774,0.00210577,0.004402455
129,113,0,0,0,0,4,1,1,0,1,2015,NonSynthetic,0,5,0.977056807,0.006001462,0.016941731
140,113,0,0,0,0,4,1,1,0,1,2015,NonSynthetic,0,5,0.946017074,0.01207601,0.041906916
114,114,0,0,0,0,4,1,1,0,1,2015,NonSynthetic,0,5,0.992998372,0.0022919,0.004709728
129,114,0,0,0,0,4,1,1,0,1,2015,NonSynthetic,0,5,0.977230147,0.006115808,0.016654045
140,114,0,0,0,0,4,1,1,0,1,2015,NonSynthetic,0,5,0.946481818,0.012309956,0.041208226
113,113,0,0,0,0,3,3,3,0,1,2015,NonSynthetic,0,5,0.992987573,0.002022457,0.00498997
129,113,0,0,0,0,3,3,3,0,1,2015,NonSynthetic,0,5,0.975071431,0.005755228,0.019173342
140,113,0,0,0,0,3,3,3,0,1,2015,NonSynthetic,0,5,0.941174943,0.011544728,0.047280329
115,115,0,0,0,0,4,0,0,0,1,2015,NonSynthetic,0,5,0.985334305,0.002157814,0.012507882
143,115,0,0,0,0,4,0,0,0,1,2015,NonSynthetic,0,5,0.867837572,0.01223284,0.119929588
129,129,0.01,0,0,0,3,4,0,0,1,2015,NonSynthetic,1,5,0.960688043,0.006965003,0.032346954
140,129,0.01,0,0,0,3,4,0,0,1,2015,NonSynthetic,1,5,0.908193414,0.01368373,0.078122856
143,129,0.01,0,0,0,3,4,0,1,0,2015,Synthetic,1,5,0.885356315,0.016284942,0.098358743
155,129,0,0,0,0,3,4,0,1,1,2015,Mixture,0,5,0.744916474,0.030299851,0.224783674
170,129,0,0,0,0,3,4,0,1,1,2015,Mixture,0,5,0.455674282,0.05025709,0.494068628
130,130,0.01,0,0,0,3,4,0,0,1,2015,NonSynthetic,1,5,0.957915567,0.00756252,0.034521914
141,130,0.01,0,0,0,3,4,0,0,1,2015,NonSynthetic,1,5,0.902139084,0.014801306,0.083059609
143,130,0.01,0,0,0,3,4,0,1,1,2015,Mixture,1,5,0.886579828,0.016615205,0.096804967
156,130,0.02,0,0,0,3,4,0,1,1,2015,Mixture,1,5,0.72278632,0.032296057,0.244917623
175,130,0.02,0,0,0,3,4,0,1,1,2015,Mixture,1,5,0.348370517,0.055069801,0.596559682
128,128,0.61,0,0,0,2,4,0,0,1,2015,NonSynthetic,1,5,0.876158736,0.007587688,0.116253576
135,128,0.61,0,0,0,2,4,0,0,1,2015,NonSynthetic,1,5,0.796933525,0.010992928,0.192073547
144,128,0.61,0,0,0,2,4,0,1,1,2015,Mixture,1,5,0.64754589,0.016251287,0.336202822
155,128,0.02,0,0,0,2,4,0,1,1,2015,Mixture,1,5,0.734005966,0.029560995,0.236433039
174,128,0.02,0,0,0,2,4,0,1,1,2015,Mixture,1,5,0.360969576,0.05143072,0.587599704
129,129,0.71,0,0,0,3,4,0,0,1,2015,NonSynthetic,1,5,0.840074052,0.008277057,0.151648891
141,129,0.71,0,0,0,3,4,0,0,1,2015,NonSynthetic,1,5,0.656119168,0.014358499,0.329522333
143,129,0.71,0,0,0,3,4,0,1,1,2015,Mixture,1,5,0.617050895,0.015424412,0.367524693
156,129,0.09,0,0,0,3,4,0,1,1,2015,Mixture,1,5,0.688218976,0.031122068,0.280658956
169,129,0.09,0,0,0,3,4,0,1,1,2015,Mixture,1,5,0.426819861,0.045817881,0.527362258
113,113,0,0,0,0,5,3,3,0,1,2015,NonSynthetic,0,5,0.992987573,0.002022457,0.00498997
114,113,0,0,0,0,5,3,3,0,1,2015,NonSynthetic,0,5,0.992408779,0.002160264,0.005430957
129,113,0,0,0,0,5,3,3,0,1,2015,NonSynthetic,0,5,0.975071431,0.005755228,0.019173342
140,113,0,0,0,0,5,3,3,0,1,2015,NonSynthetic,0,5,0.941174943,0.011544728,0.047280329
155,155,0.11,0,0,0,2,5,0,0,2,2015,NonSynthetic,1,6,0.559791867,0.34906946,0.091138673
180,155,0.11,0,0,0,2,5,0,1,0,2015,Synthetic,1,6,0.176674239,0.580864718,0.242461043
155,155,0,0,0,0,2,4,0,0,2,2015,NonSynthetic,0,6,0.58164129,0.345625682,0.072733028
180,155,0,0,0,0,2,4,0,1,0,2015,Synthetic,0,6,0.192785255,0.604005773,0.203208972
155,155,0.04,0,0,0,1,4,4,0,2,2015,NonSynthetic,1,6,0.529446007,0.415860527,0.054693466
180,155,0.04,0,0,0,1,4,4,1,0,2015,Synthetic,1,6,0.166330362,0.68883317,0.144836468
155,155,0.01,0,0,0,1,4,0,0,2,2015,NonSynthetic,1,6,0.579737567,0.346007376,0.074255057
180,155,0.01,0,0,0,1,4,0,1,0,2015,Synthetic,1,6,0.191333741,0.602090775,0.206575484
157,157,0,0,0,0,2,3,3,0,1,2015,NonSynthetic,0,6,0.54287849,0.421851994,0.035269516
180,157,0,0,0,0,2,3,3,1,0,2015,Synthetic,0,6,0.198074097,0.71046115,0.091464753
159,159,0.01,0,0,0,1,4,0,0,1,2015,NonSynthetic,1,6,0.49818708,0.418068951,0.083743969
180,159,0.01,0,0,0,1,4,0,1,0,2015,Synthetic,1,6,0.18523232,0.628153927,0.186613753
155,155,0.01,0,0,0,2,1,1,0,1,2015,NonSynthetic,1,6,0.575973379,0.394523988,0.029502633
180,155,0.01,0,0,0,2,1,1,1,0,2015,Synthetic,1,6,0.198284146,0.716102998,0.085612856
159,159,0,0,0,0,2,4,0,0,1,2015,NonSynthetic,0,6,0.500093952,0.41783414,0.082071908
180,159,0,0,0,0,2,4,0,1,0,2015,Synthetic,0,6,0.186570023,0.629923838,0.183506138
157,157,0,0,0,0,2,3,3,0,1,2015,NonSynthetic,0,6,0.54287849,0.421851994,0.035269516
180,157,0,0,0,0,2,3,3,1,0,2015,Synthetic,0,6,0.198074097,0.71046115,0.091464753
156,156,0,0,0,0,2,3,3,0,2,2015,NonSynthetic,0,6,0.563601751,0.402188288,0.034209961
180,156,0,0,0,0,2,3,3,1,0,2015,Synthetic,0,6,0.20039125,0.705458838,0.094149912
156,156,0,0,0,0,3,1,1,0,2,2015,NonSynthetic,0,6,0.556747064,0.413453039,0.029799898
180,156,0,0,0,0,3,1,1,1,0,2015,Synthetic,0,6,0.196932993,0.721477137,0.08158987
135,135,0,0,0,0,5,4,4,1,0,2015,Synthetic,0,7,0.674056228,0.323527415,0.002416357
147,135,0,0,0,0,5,4,4,0,1,2015,NonSynthetic,0,7,0.481687105,0.513508813,0.004804082
173,135,0,0,0,0,5,4,4,0,1,2015,NonSynthetic,0,7,0.140867642,0.846235586,0.012896772
135,135,0,0,0,0,5,2,2,1,0,2015,Synthetic,0,7,0.596329468,0.401851885,0.001818647
146,135,0,0,0,0,5,2,2,0,1,2015,NonSynthetic,0,7,0.415241117,0.581523607,0.003235275
173,135,0,0,0,0,5,2,2,0,1,2015,NonSynthetic,0,7,0.105129198,0.886682567,0.008188234
135,135,0,0,0,0,5,1,1,1,0,2015,Synthetic,0,7,0.70125677,0.297403735,0.001339495
147,135,0,0,0,0,5,1,1,0,1,2015,NonSynthetic,0,7,0.513535589,0.483735339,0.002729072
173,135,0,0,0,0,5,1,1,0,1,2015,NonSynthetic,0,7,0.157311212,0.835014669,0.007674118
138,138,0,0,0,0,5,0,0,1,0,2015,Synthetic,0,7,0.674306559,0.321744255,0.003949185
147,138,0,0,0,0,5,0,0,0,1,2015,NonSynthetic,0,7,0.531706852,0.461584921,0.006708227
174,138,0,0,0,0,5,0,0,0,1,2015,NonSynthetic,0,7,0.157371712,0.822780223,0.019848065
90,90,0,0,0,0,2,1,1,0,1,2015,NonSynthetic,0,7,0.990823537,0.009087581,8.89E-05
92,90,0,0,0,0,2,1,1,0,1,2015,NonSynthetic,0,7,0.989528008,0.010366721,0.000105271
138,90,0,0,0,0,2,1,1,1,0,2015,Synthetic,0,7,0.813941415,0.181684059,0.004374526
147,90,0,0,0,0,2,1,1,0,1,2015,NonSynthetic,0,7,0.705371196,0.28646221,0.008166594
170,90,0,0,0,0,2,1,1,0,1,2015,NonSynthetic,0,7,0.338194937,0.633974655,0.027830407
140,140,0,0,0,0,4,3,3,1,0,2015,Synthetic,0,7,0.614625275,0.383504555,0.001870169
154,140,0,0,0,0,4,3,3,0,1,2015,NonSynthetic,0,7,0.385643228,0.610485086,0.003871686
173,140,0,0,0,0,4,3,3,0,1,2015,NonSynthetic,0,7,0.150349426,0.842022435,0.007628139
135,135,0,0,0,0,5,3,3,1,0,2015,Synthetic,0,7,0.70937339,0.289090005,0.001536605
146,135,0,0,0,0,5,3,3,0,1,2015,NonSynthetic,0,7,0.539822746,0.457189895,0.002987359
170,135,0,0,0,0,5,3,3,0,1,2015,NonSynthetic,0,7,0.191535715,0.800259884,0.008204401
138,138,0,0,0,0,5,3,3,1,0,2015,Synthetic,0,7,0.654079409,0.344183319,0.001737272
146,138,0,0,0,0,5,3,3,0,1,2015,NonSynthetic,0,7,0.526027656,0.471208589,0.002763755
170,138,0,0,0,0,5,3,3,0,1,2015,NonSynthetic,0,7,0.183155706,0.809395734,0.00744856
150,150,0,0,0,0,5,3,3,0,1,2015,NonSynthetic,0,7,0.405066037,0.592501969,0.002431995
170,150,0,0,0,0,5,3,3,0,1,2015,NonSynthetic,0,7,0.152352979,0.842612922,0.0050341
89,89,0,0,0,0,3,1,1,0,1,2015,NonSynthetic,0,7,0.991565234,0.008351662,8.31E-05
90,89,0,0,0,0,3,1,1,0,1,2015,NonSynthetic,0,7,0.990988809,0.008920743,9.04E-05
138,89,0,0,0,0,3,1,1,1,0,2015,Synthetic,0,7,0.816627234,0.178907197,0.004465569
147,89,0,0,0,0,3,1,1,0,1,2015,NonSynthetic,0,7,0.709032283,0.28261545,0.008352266
170,89,0,0,0,0,3,1,1,0,1,2015,NonSynthetic,0,7,0.342045386,0.629316047,0.028638567
89,89,0,0,0,0,3,1,1,0,1,2015,NonSynthetic,0,7,0.991565234,0.008351662,8.31E-05
138,89,0,0,0,0,3,1,1,1,0,2015,Synthetic,0,7,0.816627234,0.178907197,0.004465569
147,89,0,0,0,0,3,1,1,0,1,2015,NonSynthetic,0,7,0.709032283,0.28261545,0.008352266
171,89,0,0,0,0,3,1,1,0,1,2015,NonSynthetic,0,7,0.327059018,0.643119764,0.029821218
135,135,0,0,0,0,4,3,3,1,0,2015,Synthetic,0,7,0.70937339,0.289090005,0.001536605
146,135,0,0,0,0,4,3,3,0,1,2015,NonSynthetic,0,7,0.539822746,0.457189895,0.002987359
173,135,0,0,0,0,4,3,3,0,1,2015,NonSynthetic,0,7,0.162444604,0.828568752,0.008986644
138,138,0,0,0,0,1,3,3,1,0,2015,Synthetic,0,7,0.654079409,0.344183319,0.001737272
149,138,0,0,0,0,1,3,3,0,1,2015,NonSynthetic,0,7,0.476109856,0.520659469,0.003230675
171,138,0,0,0,0,1,3,3,0,1,2015,NonSynthetic,0,7,0.173390693,0.818930224,0.007679083
149,149,0,0,0,0,1,1,1,0,1,2015,NonSynthetic,0,7,0.416173827,0.581767575,0.002058598
171,149,0,0,0,0,1,1,1,0,1,2015,NonSynthetic,0,7,0.141449218,0.853984163,0.004566619
140,140,0,0,0,0,5,3,3,1,0,2015,Synthetic,0,7,0.614625275,0.383504555,0.001870169
154,140,0,0,0,0,5,3,3,0,1,2015,NonSynthetic,0,7,0.385643228,0.610485086,0.003871686
174,140,0,0,0,0,5,3,3,0,1,2015,NonSynthetic,0,7,0.142029694,0.850122872,0.007847434
138,138,0,0,0,0,1,3,3,1,0,2015,Synthetic,0,7,0.654079409,0.344183319,0.001737272
149,138,0,0,0,0,1,3,3,0,1,2015,NonSynthetic,0,7,0.476109856,0.520659469,0.003230675
171,138,0,0,0,0,1,3,3,0,1,2015,NonSynthetic,0,7,0.173390693,0.818930224,0.007679083
138,138,0,0,0,0,5,3,3,1,0,2015,Synthetic,0,7,0.654079409,0.344183319,0.001737272
173,138,0,0,0,0,5,3,3,0,1,2015,NonSynthetic,0,7,0.155101023,0.836752654,0.008146323
138,138,0,0,0,0,3,4,0,1,0,2015,Synthetic,0,7,0.674306559,0.321744255,0.003949185
149,138,0,0,0,0,3,4,0,0,1,2015,NonSynthetic,0,7,0.498362428,0.494180915,0.007456657
170,138,0,0,0,0,3,4,0,0,1,2015,NonSynthetic,0,7,0.196201008,0.786204939,0.017594054
89,89,0,0,0,0,5,0,0,0,1,2015,NonSynthetic,0,7,0.99250802,0.007283977,0.000208003
138,89,0,0,0,0,5,0,0,1,0,2015,Synthetic,0,7,0.83017492,0.158473434,0.011351645
149,89,0,0,0,0,5,0,0,0,1,2015,NonSynthetic,0,7,0.698497644,0.277101621,0.024400735
170,89,0,0,0,0,5,0,0,0,1,2015,NonSynthetic,0,7,0.355556563,0.570002391,0.074441046
138,138,0,0,0,0,4,3,3,1,0,2015,Synthetic,0,7,0.654079409,0.344183319,0.001737272
147,138,0,0,0,0,4,3,3,0,1,2015,NonSynthetic,0,7,0.509397436,0.487687961,0.002914603
171,138,0,0,0,0,4,3,3,0,1,2015,NonSynthetic,0,7,0.173390693,0.818930224,0.007679083
135,135,0,0,0,0,4,1,1,1,0,2015,Synthetic,0,7,0.70125677,0.297403735,0.001339495
146,135,0,0,0,0,4,1,1,0,1,2015,NonSynthetic,0,7,0.530153385,0.467259509,0.002587107
154,154,0,0,0,0,5,3,3,0,1,2015,NonSynthetic,0,7,0.326311776,0.671117024,0.002571201
173,154,0,0,0,0,5,3,3,0,1,2015,NonSynthetic,0,7,0.120251419,0.874960121,0.00478846
135,135,0,0,0,0,5,3,3,1,0,2015,Synthetic,0,7,0.70937339,0.289090005,0.001536605
146,135,0,0,0,0,5,3,3,0,1,2015,NonSynthetic,0,7,0.539822746,0.457189895,0.002987359
171,135,0,0,0,0,5,3,3,0,1,2015,NonSynthetic,0,7,0.181420254,0.810116936,0.00846281
138,138,0,0,0,0,5,1,1,1,0,2015,Synthetic,0,7,0.645181662,0.353307228,0.001511109
149,138,0,0,0,0,5,1,1,0,1,2015,NonSynthetic,0,7,0.46641264,0.530796533,0.002790827
171,138,0,0,0,0,5,1,1,0,1,2015,NonSynthetic,0,7,0.167950009,0.825490952,0.006559039
86,86,0,0,0,0,5,4,4,0,1,2015,NonSynthetic,0,7,0.992545337,0.007327341,0.000127321
87,86,0,0,0,0,5,4,4,0,1,2015,NonSynthetic,0,7,0.992034272,0.007827145,0.000138583
140,86,0,0,0,0,5,4,4,1,0,2015,Synthetic,0,7,0.780894356,0.209095164,0.010010479
149,86,0,0,0,0,5,4,4,0,1,2015,NonSynthetic,0,7,0.660161026,0.321608506,0.018230468
86,86,0,0,0,0,5,0,0,0,1,2015,NonSynthetic,0,7,0.994179431,0.005650647,0.000169922
87,86,0,0,0,0,5,0,0,0,1,2015,NonSynthetic,0,7,0.993778273,0.006036755,0.000184972
140,86,0,0,0,0,5,0,0,1,0,2015,Synthetic,0,7,0.817505686,0.168530995,0.013963319
149,86,0,0,0,0,5,0,0,0,1,2015,NonSynthetic,0,7,0.708282121,0.265656974,0.026060905
86,86,0,0,0,0,5,3,3,0,1,2015,NonSynthetic,0,7,0.993694352,0.006228624,7.70E-05
87,86,0,0,0,0,5,3,3,0,1,2015,NonSynthetic,0,7,0.993262141,0.006654016,8.38E-05
140,86,0,0,0,0,5,3,3,1,0,2015,Synthetic,0,7,0.809653585,0.184074729,0.006271686
149,86,0,0,0,0,5,3,3,0,1,2015,NonSynthetic,0,7,0.699141748,0.289191885,0.011666367
141,141,0,0,0,0,5,3,3,1,0,2015,Synthetic,0,7,0.594278952,0.403785618,0.00193543
155,141,0,0,0,0,5,3,3,0,1,2015,NonSynthetic,0,7,0.365689951,0.630380488,0.003929561
89,89,0,0,0,0,2,0,0,0,1,2015,NonSynthetic,0,7,0.99250802,0.007283977,0.000208003
90,89,0,0,0,0,2,0,0,0,1,2015,NonSynthetic,0,7,0.99199281,0.00778079,0.0002264
138,89,0,0,0,0,2,0,0,1,0,2015,Synthetic,0,7,0.83017492,0.158473434,0.011351645
149,89,0,0,0,0,2,0,0,0,1,2015,NonSynthetic,0,7,0.698497644,0.277101621,0.024400735
118,118,0,0,0,0,4,2,2,0,1,2015,NonSynthetic,0,8,0.975992817,0.020490697,0.003516487
128,118,0.1,0,0,0,4,2,2,0,1,2015,NonSynthetic,1,8,0.949309957,0.040490776,0.010199267
140,118,0.1,0,0,0,4,2,2,0,1,2015,NonSynthetic,1,8,0.88918349,0.084237869,0.026578642
156,118,0.12,0,0,0,4,2,2,0,2,2015,NonSynthetic,1,8,0.714454778,0.197873463,0.087671759
167,118,0.12,0,0,0,4,2,2,1,0,2015,Synthetic,1,8,0.529361068,0.304685696,0.165953236
180,118,0.12,0,0,0,4,2,2,1,0,2015,Synthetic,1,8,0.301555592,0.412017853,0.286426555
121,121,0,0,0,0,4,4,0,0,1,2015,NonSynthetic,0,8,0.9786797,0.014548706,0.006771594
127,121,0.01,0,0,0,4,4,0,0,1,2015,NonSynthetic,1,8,0.967049513,0.021518876,0.011431611
141,121,0.01,0,0,0,4,4,0,0,1,2015,NonSynthetic,1,8,0.912860097,0.051535244,0.035604659
156,121,0.39,0,0,0,4,4,0,0,1,2015,NonSynthetic,1,8,0.653797466,0.118214951,0.227987583
180,121,0.39,0,0,0,4,4,0,1,0,2015,Synthetic,1,8,0.217809789,0.194286402,0.587903809
121,121,0,0,0,0,3,1,1,0,1,2015,NonSynthetic,0,8,0.980557612,0.016729154,0.002713234
128,121,0,0,0,0,3,1,1,0,1,2015,NonSynthetic,0,8,0.968803648,0.026326993,0.004869359
141,121,0,0,0,0,3,1,1,0,1,2015,NonSynthetic,0,8,0.926152095,0.059744287,0.014103618
156,121,0,0,0,0,3,1,1,0,1,2015,NonSynthetic,0,8,0.813252139,0.142248987,0.044498873
180,121,0,0,0,0,3,1,1,1,0,2015,Synthetic,0,8,0.437363201,0.377400131,0.185236667
126,126,0.01,0,0,0,2,3,3,0,1,2015,NonSynthetic,1,8,0.971132055,0.024483475,0.00438447
141,126,0.01,0,0,0,2,3,3,0,1,2015,NonSynthetic,1,8,0.922013529,0.063029224,0.014957247
156,126,0.11,0,0,0,2,3,3,0,1,2015,NonSynthetic,1,8,0.78879613,0.152760367,0.058443503
127,127,0,0,0,0,3,3,3,0,1,2015,NonSynthetic,0,8,0.968944296,0.026484442,0.004571262
142,127,0,0,0,0,3,3,3,0,1,2015,NonSynthetic,0,8,0.916534866,0.067928325,0.015536809
156,127,0.01,0,0,0,3,3,3,0,1,2015,NonSynthetic,1,8,0.802473544,0.151553166,0.04597329
117,117,0,0,0,0,2,4,0,0,1,2015,NonSynthetic,0,8,0.984402426,0.010407704,0.005189871
129,117,0.13,0,0,0,2,4,0,1,1,2015,Mixture,1,8,0.957034032,0.023791307,0.019174661
